record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089584188","546193352","-947384013","41539.42","7.25","378.6","25","1","118","26.9",
"1089584189","546194130","-947384456","41547.33","7.259","378.6","25","1","118","26.9",
"1089584190","546194908","-947384903","41554.96","7.213","378.6","25","1","118","27.38",
"1089584191","546195703","-947385340","41562.79","7.278","378.6","25","1","117","27.38",
"1089584192","546196512","-947385798","41571.17","7.287","378.6","25","1","117","27.38",
"1089584193","546197311","-947386358","41579.76","7.409","378.6","25","1","116","27.38",
"1089584194","546198137","-947386820","41588.32","7.474","378.6","25","1","116","27.38",
"1089584195","546198932","-947387247","41596.33","7.595","378.6","25","1","116","28.88",
"1089584196","546199744","-947387675","41604.34","7.772","378.6","25","1","116","28.88",
"1089584197","546200580","-947388082","41612.48","7.931","378.6","25","1","116","28.88",
"1089584198","546201391","-947388553","41619.88","8.099","378.6","25","1","116","28.88",
"1089584199","546202281","-947389094","41629.03","8.314","378.4","25","1","115","28.88",
"1089584200","546203157","-947389639","41638.0","8.556","378.20000000000005","25","1","115","27.92",
"1089584201","546204054","-947390174","41646.96","8.622","378.20000000000005","25","1","115","27.92",
"1089584202","546204955","-947390736","41656.09","8.715","378.20000000000005","25","1","115","27.92",
"1089584203","546205879","-947391324","41665.48","8.762","378.0","25","1","114","27.92",
"1089584204","546206824","-947391844","41675.17","8.836","378.0","25","1","114","27.92",
"1089584205","546207734","-947392397","41684.51","8.864","377.79999999999995","25","1","114","28.45",
"1089584206","546208664","-947392919","41693.87","8.939","377.6","25","1","114","28.45",
"1089584207","546209573","-947393483","41703.3","8.873","377.4","25","1","114","28.45",
"1089584208","546210460","-947394089","41712.47","8.892","377.4","25","1","114","28.45",
"1089584209","546211335","-947394720","41721.54","8.78","376.79999999999995","25","1","114","28.45",
"1089584210","546212234","-947395287","41731.06","8.678","376.79999999999995","25","1","114","28.02",
"1089584211","546213087","-947395881","41739.98","8.715","376.6","25","1","114","28.02",
"1089584212","546214001","-947396492","41749.88","8.696","376.6","25","1","114","28.02",
"1089584213","546214871","-947397021","41759.31","8.687","376.4","25","1","114","28.02",
"1089584214","546215705","-947397483","41767.97","8.678","376.4","25","1","114","28.02",
"1089584215","546216527","-947397946","41776.49","8.603","376.20000000000005","25","1","113","26.16",
"1089584216","546217364","-947398383","41784.96","8.603","376.20000000000005","25","1","113","26.16",
"1089584217","546218207","-947398667","41792.77","8.5","376.20000000000005","25","1","113","26.16",
"1089584218","546219062","-947398988","41800.59","8.463","376.0","25","1","113","26.16",
"1089584219","546219921","-947399353","41808.42","8.472","375.79999999999995","25","1","113","26.16",
"1089584220","546220806","-947399695","41816.58","8.416","375.79999999999995","25","1","113","26.16",
"1089584221","546221750","-947400019","41825.38","8.472","375.79999999999995","25","1","113","24.53",
"1089584222","546222711","-947400371","41834.72","8.472","375.79999999999995","25","1","113","24.53",
"1089584223","546223678","-947400678","41843.83","8.64","375.79999999999995","25","1","113","24.53",
"1089584224","546224615","-947400920","41852.75","8.603","375.79999999999995","25","1","113","24.53",
"1089584225","546225559","-947401167","41861.71","8.659","375.79999999999995","25","1","113","24.53",
"1089584226","546226489","-947401376","41870.6","8.482","375.79999999999995","25","1","113","24.22",
"1089584227","546227388","-947401630","41879.14","8.332","375.79999999999995","25","1","113","24.22",
"1089584228","546228294","-947401828","41887.6","8.155","375.79999999999995","25","1","113","24.22",
"1089584229","546229198","-947401994","41896.39","8.071","375.79999999999995","25","1","113","24.22",
"1089584230","546230053","-947402194","41904.72","7.903","375.79999999999995","25","1","113","24.22",
"1089584231","546230882","-947402396","41912.66","7.828","375.79999999999995","25","1","113","25.2",
"1089584232","546231699","-947402572","41920.31","7.642","375.79999999999995","25","1","113","25.2",
"1089584233","546232522","-947402751","41928.2","7.521","375.79999999999995","25","1","113","25.2",
"1089584234","546233312","-947402933","41935.95","7.353","376.0","25","1","114","25.2",
"1089584235","546234068","-947403132","41943.33","7.129","376.20000000000005","25","1","114","25.2",
"1089584236","546234805","-947403308","41950.37","7.082","376.20000000000005","25","1","114","25.46",
"1089584237","546235496","-947403467","41956.56","6.951","376.4","25","1","114","25.46",
"1089584238","546236225","-947403680","41963.43","6.97","376.4","25","1","115","25.46",
"1089584239","546236965","-947403910","41970.43","7.063","376.4","25","1","115","25.46",
"1089584240","546237719","-947404088","41977.73","7.082","376.6","25","1","115","25.46",
"1089584241","546238441","-947404328","41984.64","7.054","376.79999999999995","25","1","115","24.85",
"1089584242","546239156","-947404528","41991.12","7.017","376.79999999999995","25","1","116","24.85",
"1089584243","546239879","-947404781","41998.03","6.914","376.79999999999995","25","1","116","24.85",
"1089584244","546240574","-947405150","42004.61","6.914","376.79999999999995","25","1","116","24.85",
"1089584245","546241275","-947405537","42011.48","6.895","377.0","25","1","116","24.85",
"1089584246","546241942","-947405973","42017.72","6.83","377.0","25","1","117","25.23",
"1089584247","546242640","-947406479","42024.9","6.783","377.0","25","1","117","25.23",
"1089584248","546243347","-947406970","42032.49","6.755","377.0","25","1","117","25.23",
"1089584249","546244032","-947407439","42039.56","6.709","377.0","25","1","117","25.23",
"1089584250","546244722","-947407942","42046.96","6.774","377.0","25","1","117","25.23",
"1089584251","546245402","-947408453","42054.37","6.793","377.0","25","1","117","24.69",
"1089584252","546246055","-947408954","42061.26","6.765","377.0","25","1","117","24.69",
"1089584253","546246738","-947409526","42068.79","6.839","377.0","25","1","117","24.69",
"1089584254","546247399","-947410110","42076.0","6.849","377.0","25","1","117","24.69",
"1089584255","546248049","-947410688","42082.94","6.867","377.0","25","1","117","24.69",
"1089584256","546248712","-947411223","42090.17","6.727","377.20000000000005","25","1","117","25.34",
"1089584257","546249349","-947411798","42097.01","6.802","377.20000000000005","25","1","117","25.34",
"1089584258","546249982","-947412422","42103.66","6.83","377.4","25","1","117","25.34",
"1089584259","546250625","-947413145","42111.76","7.026","377.4","25","1","117","25.34",
"1089584260","546251245","-947413813","42118.68","7.073","377.4","25","1","117","25.34",
"1089584261","546251844","-947414530","42126.26","6.746","377.4","25","1","117","25.16",
"1089584262","546252460","-947415258","42133.5","6.97","377.20000000000005","25","1","117","25.16",
"1089584263","546253123","-947415972","42140.25","7.259","377.0","25","1","118","25.16",
"1089584264","546253852","-947416741","42148.88","7.222","377.0","25","1","118","25.16",
"1089584265","546254655","-947417439","42157.6","7.894","376.79999999999995","25","1","118","25.16",
"1089584266","546255453","-947418106","42166.56","7.866","376.79999999999995","25","1","118","27.01",
"1089584267","546256253","-947418829","42175.56","8.006","376.6","25","1","118","27.01",
"1089584268","546257084","-947419523","42184.34","8.575","376.4","25","1","118","27.01",
"1089584269","546257937","-947420217","42193.4","8.64","376.20000000000005","25","1","118","27.01",
"1089584270","546258827","-947420918","42202.92","8.678","376.0","25","1","118","27.01",
"1089584271","546259730","-947421512","42211.96","8.556","375.79999999999995","25","1","118","27.01",
"1089584272","546260656","-947422152","42221.3","8.575","375.79999999999995","25","1","118","28.24",
"1089584273","546261606","-947422771","42231.08","8.603","375.79999999999995","25","1","118","28.24",
"1089584274","546262557","-947423368","42240.8","8.472","375.6","25","1","118","28.24",
"1089584275","546263490","-947423904","42250.08","8.388","375.6","25","1","118","28.24",
"1089584276","546264403","-947424441","42259.26","8.398","375.6","25","1","118","28.24",
"1089584277","546265348","-947424974","42268.45","8.472","375.6","25","1","118","29.06",
"1089584278","546266282","-947425547","42278.53","8.444","375.4","25","1","118","29.06",
"1089584279","546267186","-947426024","42287.58","8.398","375.4","25","1","118","29.06",
"1089584280","546268075","-947426494","42296.36","8.295","375.20000000000005","25","1","118","29.06",
"1089584281","546268946","-947427013","42305.18","8.155","375.20000000000005","25","1","118","29.06",
"1089584282","546269843","-947427512","42314.13","8.267","375.20000000000005","25","1","118","29.61",
"1089584283","546270710","-947428003","42322.88","8.267","375.20000000000005","25","1","118","29.61",
"1089584284","546271573","-947428527","42331.61","8.267","375.20000000000005","25","1","118","29.61",
"1089584285","546272430","-947429104","42340.18","8.248","375.4","25","1","118","29.61",
"1089584286","546273296","-947429702","42349.34","8.314","375.4","25","1","118","30.76",
"1089584287","546274138","-947430210","42357.97","8.295","375.4","25","1","119","30.76",
"1089584288","546274988","-947430774","42366.7","8.304","375.4","25","1","119","30.76",
"1089584289","546275849","-947431328","42375.63","8.323","375.4","25","1","119","30.76",
"1089584290","546276711","-947431816","42384.44","8.314","375.6","25","1","120","30.76",
"1089584291","546277581","-947432231","42393.19","8.202","375.6","25","1","120","30.35",
"1089584292","546278404","-947432670","42401.33","8.08","375.6","25","1","121","30.35",
"1089584293","546279240","-947433160","42409.43","8.024","375.4","25","1","121","30.35",
"1089584294","546280062","-947433665","42417.7","7.856","375.6","25","1","121","30.35",
"1089584295","546280897","-947434087","42425.93","7.772","375.6","25","1","121","30.35",
"1089584296","546281675","-947434602","42433.8","7.325","375.6","25","1","121","30.08",
"1089584297","546282476","-947435143","42442.27","7.325","375.6","25","1","121","30.08",
"1089584298","546283288","-947435656","42450.47","7.53","375.6","25","1","121","30.08",
"1089584299","546284094","-947436123","42459.01","7.502","375.79999999999995","25","1","121","30.08",
"1089584300","546284868","-947436553","42466.39","7.455","375.79999999999995","25","1","121","30.08",
"1089584301","546285648","-947437024","42474.49","7.474","375.79999999999995","25","1","120","29.5",
"1089584302","546286428","-947437395","42481.99","7.521","375.79999999999995","25","1","120","29.5",
"1089584303","546287217","-947437782","42489.79","7.502","375.4","25","1","120","29.5",
"1089584304","546288036","-947438195","42497.7","7.651","375.4","25","1","120","29.5",
"1089584305","546288863","-947438620","42505.84","7.539","375.20000000000005","25","1","119","29.5",
"1089584306","546289682","-947439056","42514.31","7.483","375.20000000000005","25","1","119","29.5",
"1089584307","546290490","-947439477","42522.39","7.651","375.20000000000005","25","1","119","28.33",
"1089584308","546291320","-947439811","42530.15","7.679","375.20000000000005","25","1","119","28.33",
"1089584309","546292204","-947440161","42538.73","7.726","375.20000000000005","25","1","119","28.33",
"1089584310","546293082","-947440505","42547.14","7.866","375.20000000000005","25","1","119","28.33",
"1089584311","546293953","-947440851","42555.74","7.875","375.0","25","1","119","28.33",
"1089584312","546294810","-947441152","42564.21","7.856","375.0","25","1","119","27.54",
"1089584313","546295638","-947441369","42572.14","7.791","375.0","25","1","119","27.54",
"1089584314","546296484","-947441520","42580.18","7.782","375.20000000000005","25","1","119","27.54",
"1089584315","546297318","-947441627","42587.97","7.679","375.20000000000005","25","1","119","27.54",
"1089584316","546298145","-947441724","42595.89","7.567","375.20000000000005","25","1","119","27.54",
"1089584317","546298951","-947441772","42603.44","7.474","375.6","25","1","119","28.6",
"1089584318","546299750","-947441745","42610.96","7.353","375.6","25","1","119","28.6",
"1089584319","546300535","-947441672","42618.25","7.315","375.79999999999995","25","1","119","28.6",
"1089584320","546301299","-947441579","42625.47","7.026","376.0","25","1","119","28.6",
"1089584321","546302034","-947441484","42632.31","6.811","376.0","25","1","119","28.6",
"1089584322","546302742","-947441391","42639.05","6.578","376.0","25","1","118","28.12",
"1089584323","546303428","-947441227","42645.59","6.42","376.20000000000005","25","1","118","28.12",
"1089584324","546304105","-947441032","42652.13","6.345","376.20000000000005","25","1","118","28.12",
